ID	b	se	OR	lower_ci	upper_ci	p	Qstat	Qpval	fstat_adiposity	fstat_protein	exposure	mediator	cancer	group	adiposity	protein	protein_name	gene	uni_prot	ensembl_gene_ID	entrez_gene_ID	HGNC_ID
BMI_16932_5_rectal_Female	0.00165551493729922	0.138615422371862	1.00165688605869	0.763356049090003	1.31434933748784	0.990481176916246	280.028070191865	0.0150959737981238	34.8830349202831	1.88650802073094	16932_5	BMI	rectal	Female	BMI	SULT 1E	Estrogen sulfotransferase	SULT1E1	P49888	ENSG00000109193	6783	HGNC:11377
BMI_17204_17_proximal_Female	0.19127383508015	0.0757045816347052	1.21079096373007	1.04382604819635	1.40446270753977	0.0121843515963379	283.794586197818	0.0101396365746939	18.4051964769651	1.6095420973087	BMI	17204_17	proximal	Female	BMI	PNMT	Phenylethanolamine N-methyltransferase	PNMT	P11086	ENSG00000141744	5409	HGNC:9160
BMI_17204_17_proximal_Female	0.204742666850476	0.137936571976528	1.22720922271217	0.936493203726606	1.60817235012149	0.13908015116085	283.794586197818	0.0101396365746939	18.4051964769651	1.6095420973087	17204_17	BMI	proximal	Female	BMI	PNMT	Phenylethanolamine N-methyltransferase	PNMT	P11086	ENSG00000141744	5409	HGNC:9160
BMI_17329_2_distal_Sex-combined	0.162688725673385	0.0524735830953984	1.17667036540211	1.06166720010163	1.30413103907044	0.00205764516379086	589.181511630801	1.28624786543895e-06	46.338397812593	2.93532661768009	BMI	17329_2	distal	Sex-combined	BMI	BDH2	3-hydroxybutyrate dehydrogenase type 2	BDH2	Q9BUT1	ENSG00000164039	56898	HGNC:32389
BMI_17329_2_distal_Sex-combined	0.0511895229703445	0.0563519683148247	1.05252235154406	0.942461381602302	1.17543628006958	0.364173274773679	589.181511630801	1.28624786543895e-06	46.338397812593	2.93532661768009	17329_2	BMI	distal	Sex-combined	BMI	BDH2	3-hydroxybutyrate dehydrogenase type 2	BDH2	Q9BUT1	ENSG00000164039	56898	HGNC:32389
BMI_17474_106_proximal_Female	0.212609488323232	0.0764380635545035	1.23690153242655	1.06480414810433	1.43681390013633	0.00585437978845641	288.210765640157	0.00705041194194266	26.1078386852812	1.50793905659857	BMI	17474_106	proximal	Female	BMI	YETS4	YEATS domain-containing protein 4	YEATS4	O95619	ENSG00000127337	NA	HGNC:24859
BMI_17474_106_proximal_Female	0.0223564001523191	0.134803465117646	1.02260817724189	0.785167356068337	1.33185298150752	0.868423214382474	288.210765640157	0.00705041194194266	26.1078386852812	1.50793905659857	17474_106	BMI	proximal	Female	BMI	YETS4	YEATS domain-containing protein 4	YEATS4	O95619	ENSG00000127337	NA	HGNC:24859
BMI_17509_6_rectal_Female	0.0181136704031057	0.084184353223009	1.01827871796382	0.863390963656927	1.20095251294528	0.829825560733601	280.841389646667	0.0155493246566628	22.8747493850193	1.99103151007481	BMI	17509_6	rectal	Female	BMI	HPPD	4-hydroxyphenylpyruvate dioxygenase	HPD	P32754	ENSG00000158104	3242	HGNC:5147
BMI_17509_6_rectal_Female	0.0981975212137869	0.130786871429071	1.10318066517384	0.853726198900139	1.42552446156775	0.453518021614064	280.841389646667	0.0155493246566628	22.8747493850193	1.99103151007481	17509_6	BMI	rectal	Female	BMI	HPPD	4-hydroxyphenylpyruvate dioxygenase	HPD	P32754	ENSG00000158104	3242	HGNC:5147
BMI_17706_4_proximal_Sex-combined	0.209299517132722	0.0581405324506566	1.23281419220961	1.10003728372946	1.3816175642345	0.000354916982842733	577.645921272019	5.11658169841164e-06	4.97542656430249	1.2477976046437	BMI	17706_4	proximal	Sex-combined	BMI	PPR1A	Protein phosphatase 1 regulatory subunit 1A	PPP1R1A	Q13522	ENSG00000135447	5502	HGNC:9286
BMI_17706_4_proximal_Sex-combined	0.000776115544609561	0.0815437921821622	1.00077641680021	0.85295395149039	1.17421747642229	0.992410381517894	577.645921272019	5.11658169841164e-06	4.97542656430249	1.2477976046437	17706_4	BMI	proximal	Sex-combined	BMI	PPR1A	Protein phosphatase 1 regulatory subunit 1A	PPP1R1A	Q13522	ENSG00000135447	5502	HGNC:9286
BMI_17785_11_overall_Female	0.0863949360355093	0.0529969689921729	1.09023681709808	0.982672750524071	1.20957492382102	0.104413170857653	306.523767588094	0.000745675576773791	38.0514754303121	1.8554794815516	BMI	17785_11	overall	Female	BMI	RCL	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	RCL	O43598	ENSG00000112667	10591	HGNC:21218
BMI_17785_11_overall_Female	0.123981396529613	0.083530413627684	1.13199481177133	0.961040993128072	1.33335857995648	0.1390897604937	306.523767588094	0.000745675576773791	38.0514754303121	1.8554794815516	17785_11	BMI	overall	Female	BMI	RCL	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	RCL	O43598	ENSG00000112667	10591	HGNC:21218
BMI_17797_1_proximal_Female	0.207557751706744	0.0753318261793172	1.23066878801078	1.06173819572452	1.42647751760536	0.00633030498443728	288.026203775239	0.00634957160311861	41.1106958013894	2.60286363742072	BMI	17797_1	proximal	Female	BMI	CUL1	Cullin-1	CUL1	Q13616	ENSG00000055130	8454	HGNC:2551
BMI_17797_1_proximal_Female	0.0623910721575108	0.105731905257702	1.06437851214814	0.865157712441645	1.30947410030642	0.555706306254239	288.026203775239	0.00634957160311861	41.1106958013894	2.60286363742072	17797_1	BMI	proximal	Female	BMI	CUL1	Cullin-1	CUL1	Q13616	ENSG00000055130	8454	HGNC:2551
BMI_17797_1_rectal_Female	0.0141187840818036	0.0829888623782939	1.01421892484737	0.861966056951945	1.19336488858505	0.865057217512689	277.92472524858	0.0187073333937569	41.1106958013894	2.60286363742072	BMI	17797_1	rectal	Female	BMI	CUL1	Cullin-1	CUL1	Q13616	ENSG00000055130	8454	HGNC:2551
BMI_17797_1_rectal_Female	0.128514451678849	0.11658796799979	1.13713785472355	0.904839258838406	1.42907426707511	0.271475184227256	277.92472524858	0.0187073333937569	41.1106958013894	2.60286363742072	17797_1	BMI	rectal	Female	BMI	CUL1	Cullin-1	CUL1	Q13616	ENSG00000055130	8454	HGNC:2551
BMI_17805_35_distal_Female	0.0792191463672085	0.0776452855955002	1.08244150920447	0.929632796387325	1.26036820710517	0.308663219149644	239.582087272459	0.33528624450748	13.1131184857952	1.39351876218069	BMI	17805_35	distal	Female	BMI	SPF30	Survival of motor neuron-related-splicing factor 30	SMNDC1	O75940	ENSG00000119953	10285	HGNC:16900
BMI_17805_35_distal_Female	0.242930171751104	0.142957933355845	1.27497959141775	0.963418504355328	1.68729679903702	0.0906007461490581	239.582087272459	0.33528624450748	13.1131184857952	1.39351876218069	17805_35	BMI	distal	Female	BMI	SPF30	Survival of motor neuron-related-splicing factor 30	SMNDC1	O75940	ENSG00000119953	10285	HGNC:16900
BMI_17805_35_distal_Sex-combined	0.166987803431987	0.0531707533375428	1.18173985204999	1.06478524068763	1.31154060420792	0.00180078576399362	591.028440965022	8.5188522918494e-07	23.5684898011043	1.31462054353364	BMI	17805_35	distal	Sex-combined	BMI	SPF30	Survival of motor neuron-related-splicing factor 30	SMNDC1	O75940	ENSG00000119953	10285	HGNC:16900
BMI_17805_35_distal_Sex-combined	0.0207688778787112	0.0836331571887688	1.02098605190408	0.866622236777705	1.20284533900099	0.803993643208927	591.028440965022	8.5188522918494e-07	23.5684898011043	1.31462054353364	17805_35	BMI	distal	Sex-combined	BMI	SPF30	Survival of motor neuron-related-splicing factor 30	SMNDC1	O75940	ENSG00000119953	10285	HGNC:16900
BMI_17850_42_proximal_Female	0.197472174866451	0.0762304947676893	1.21831916460454	1.04923403251981	1.41465253779279	0.0101917692079771	286.486528576004	0.00754762507252665	19.8637801477192	1.48504776634752	BMI	17850_42	proximal	Female	BMI	KLF4	Krueppel-like factor 4	KLF4	O43474	NA	9314	HGNC:6348
BMI_17850_42_proximal_Female	0.138156058536129	0.138700356270577	1.14815471563785	0.874855420707517	1.50683098011248	0.320251110391251	286.486528576004	0.00754762507252665	19.8637801477192	1.48504776634752	17850_42	BMI	proximal	Female	BMI	KLF4	Krueppel-like factor 4	KLF4	O43474	NA	9314	HGNC:6348
BMI_17850_42_rectal_Female	0.0227867613075314	0.084328411254762	1.02304836279097	0.867190221113319	1.20691853658773	0.787235438174766	279.796848582955	0.0154603741482405	19.8637801477192	1.48504776634752	BMI	17850_42	rectal	Female	BMI	KLF4	Krueppel-like factor 4	KLF4	O43474	NA	9314	HGNC:6348
BMI_17850_42_rectal_Female	0.0507379130428648	0.153652534380147	1.05204712931683	0.77847293464581	1.4217619046799	0.741537756295581	279.796848582955	0.0154603741482405	19.8637801477192	1.48504776634752	17850_42	BMI	rectal	Female	BMI	KLF4	Krueppel-like factor 4	KLF4	O43474	NA	9314	HGNC:6348
BMI_18170_46_rectal_Female	-0.00759336879022526	0.0847255638947782	0.992435388001557	0.840586451643805	1.1717152916654	0.92866403924833	274.362822412777	0.0265570267760608	15.2239168649117	1.37396881696256	BMI	18170_46	rectal	Female	BMI	P5CR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	PYCR1	P32322	ENSG00000183010	5831	HGNC:9721
BMI_18170_46_rectal_Female	0.264598063870537	0.163252308158893	1.3029071850492	0.946128901100836	1.79422394863712	0.106420546452553	274.362822412777	0.0265570267760608	15.2239168649117	1.37396881696256	18170_46	BMI	rectal	Female	BMI	P5CR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	PYCR1	P32322	ENSG00000183010	5831	HGNC:9721
BMI_18177_49_rectal_Female	0.0057544953414862	0.0831473185857045	1.00577108425481	0.854520958869059	1.18379246690673	0.944883327636839	276.200902329478	0.0222093362596159	40.9070815937594	2.95148423335878	BMI	18177_49	rectal	Female	BMI	ULA1	NEDD8-activating enzyme E1 regulatory subunit	NAE1	Q13564	ENSG00000159593	8883	HGNC:621
BMI_18177_49_rectal_Female	0.164615768324775	0.107952377409641	1.17894004556574	0.954115170144793	1.45674198936342	0.128647933471114	276.200902329478	0.0222093362596159	40.9070815937594	2.95148423335878	18177_49	BMI	rectal	Female	BMI	ULA1	NEDD8-activating enzyme E1 regulatory subunit	NAE1	Q13564	ENSG00000159593	8883	HGNC:621
BMI_18267_74_overall_Sex-combined	0.139408441055023	0.0373952138940172	1.14959354532721	1.06834831159797	1.23701727714744	0.000218458866284935	740.453319468609	3.12512276733347e-18	41.747897584209	1.24438571198424	BMI	18267_74	overall	Sex-combined	BMI	CAR17	Caspase recruitment domain-containing protein 17	CARD17	Q5XLA6	ENSG00000255221	440068	HGNC:33827
BMI_18267_74_overall_Sex-combined	0.0637807445911975	0.0588974762687656	1.06585867786002	0.949653299496576	1.19628365612139	0.279446298078302	740.453319468609	3.12512276733347e-18	41.747897584209	1.24438571198424	18267_74	BMI	overall	Sex-combined	BMI	CAR17	Caspase recruitment domain-containing protein 17	CARD17	Q5XLA6	ENSG00000255221	440068	HGNC:33827
BMI_18339_207_proximal_Sex-combined	0.196678562717688	0.0532801892164442	1.217352675274	1.09663828063361	1.35135492000201	0.000251221323025974	578.142013283235	5.56857390204985e-06	11.4464619933786	1.44074622966345	BMI	18339_207	proximal	Sex-combined	BMI	PSB3	Proteasome subunit beta type-3	PSMB3	P49720	ENSG00000108294	5691	HGNC:9540
BMI_18339_207_proximal_Sex-combined	0.0633195355566313	0.077631054232326	1.0653672075522	0.914994402932736	1.24045271019107	0.415146403183517	578.142013283235	5.56857390204985e-06	11.4464619933786	1.44074622966345	18339_207	BMI	proximal	Sex-combined	BMI	PSB3	Proteasome subunit beta type-3	PSMB3	P49720	ENSG00000108294	5691	HGNC:9540
BMI_18348_89_distal_Female	0.0942495816285212	0.0758489637593114	1.09883396046562	0.947039583965413	1.2749583999613	0.215266015624679	241.208563862872	0.325338171455421	29.9773268451689	1.69208503204417	BMI	18348_89	distal	Female	BMI	HNRPD	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	Q14103	ENSG00000138668	3184	HGNC:5036
BMI_18348_89_distal_Female	0.192794509747343	0.128981229401488	1.21263358353342	0.941756340381859	1.56142320986856	0.136333155641302	241.208563862872	0.325338171455421	29.9773268451689	1.69208503204417	18348_89	BMI	distal	Female	BMI	HNRPD	Heterogeneous nuclear ribonucleoprotein D0	HNRNPD	Q14103	ENSG00000138668	3184	HGNC:5036
BMI_18382_109_distal_Sex-combined	0.149575490624522	0.0529106799493852	1.16134113787072	1.04693888424279	1.28824447998827	0.00491571675321552	585.896004810481	1.71594211411192e-06	31.7502152423873	1.44991327292137	BMI	18382_109	distal	Sex-combined	BMI	Catechol O-methyltransferase	Catechol O-methyltransferase	COMT	P21964	ENSG00000093010	1312	HGNC:2228
BMI_18382_109_distal_Sex-combined	0.153212509969647	0.0819007741330093	1.16557264843383	0.992713667642694	1.36853117173565	0.0620550960605094	585.896004810481	1.71594211411192e-06	31.7502152423873	1.44991327292137	18382_109	BMI	distal	Sex-combined	BMI	Catechol O-methyltransferase	Catechol O-methyltransferase	COMT	P21964	ENSG00000093010	1312	HGNC:2228
BMI_18387_7_colon_Sex-combined	0.183484679488762	0.0422519973790078	1.20139655926121	1.10591247631079	1.30512470337576	1.75258010924581e-05	648.464498409928	1.23057711238669e-10	24.2681730593661	1.21183212518659	BMI	18387_7	colon	Sex-combined	BMI	suppression of tumorigenicity 13	Hsc70-interacting protein	ST13	P50502	ENSG00000100380	6767	HGNC:11343
BMI_18387_7_colon_Sex-combined	0.0876730442172352	0.0719587778389715	1.09163114855744	0.948032816896206	1.25698028935564	0.223738946256985	648.464498409928	1.23057711238669e-10	24.2681730593661	1.21183212518659	18387_7	BMI	colon	Sex-combined	BMI	suppression of tumorigenicity 13	Hsc70-interacting protein	ST13	P50502	ENSG00000100380	6767	HGNC:11343
BMI_18387_7_proximal_Sex-combined	0.207609336849869	0.0515220515615407	1.23073227387379	1.11251822371249	1.36150752200713	6.5943999898603e-05	577.778077405503	5.0294551295072e-06	24.2681730593661	1.21183212518659	BMI	18387_7	proximal	Sex-combined	BMI	suppression of tumorigenicity 13	Hsc70-interacting protein	ST13	P50502	ENSG00000100380	6767	HGNC:11343
BMI_18387_7_proximal_Sex-combined	0.0119963350771639	0.0877321299352053	1.01206857970603	0.852179034706611	1.20195729807038	0.891300836312002	577.778077405503	5.0294551295072e-06	24.2681730593661	1.21183212518659	18387_7	BMI	proximal	Sex-combined	BMI	suppression of tumorigenicity 13	Hsc70-interacting protein	ST13	P50502	ENSG00000100380	6767	HGNC:11343
BMI_18389_11_proximal_Female	0.212757264154329	0.0767596926219569	1.23708433008469	1.06429037935731	1.43793241903139	0.0060283482502084	289.082853263786	0.0056299417648154	19.8737688819825	1.71604318556808	BMI	18389_11	proximal	Female	BMI	IFNA1	Interferon alpha-1/13	IFNA1	P01562	ENSG00000233816	3447	HGNC:5417
BMI_18389_11_proximal_Female	0.0137574085524053	0.132516867767559	1.01385247716308	0.781941263186886	1.31454483072092	0.917404833205134	289.082853263786	0.0056299417648154	19.8737688819825	1.71604318556808	18389_11	BMI	proximal	Female	BMI	IFNA1	Interferon alpha-1/13	IFNA1	P01562	ENSG00000233816	3447	HGNC:5417
BMI_18398_1_distal_Female	0.0958269230631803	0.0862717627583488	1.10056856447302	0.929353838209106	1.30332615555806	0.267823022056269	246.618292911634	0.229128165119826	4.56469005330365	1.50747226370465	BMI	18398_1	distal	Female	BMI	AK1D1	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	P51857	ENSG00000122787	6718	HGNC:388
BMI_18398_1_distal_Female	0.0654263792453291	0.140278977408678	1.0676141358618	0.810973082051864	1.40547197967177	0.641365500564667	246.618292911634	0.229128165119826	4.56469005330365	1.50747226370465	18398_1	BMI	distal	Female	BMI	AK1D1	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	P51857	ENSG00000122787	6718	HGNC:388
BMI_18398_1_distal_Sex-combined	0.142197267254942	0.0562603552356868	1.15280403659594	1.03244210433025	1.28719774330978	0.0118406199289319	588.625460886318	1.18471599889096e-06	7.10783981937833	1.45050111000921	BMI	18398_1	distal	Sex-combined	BMI	AK1D1	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	P51857	ENSG00000122787	6718	HGNC:388
BMI_18398_1_distal_Sex-combined	0.0975574134606435	0.0807366527812225	1.10247473663622	0.941118303751267	1.29149602135709	0.227571051908945	588.625460886318	1.18471599889096e-06	7.10783981937833	1.45050111000921	18398_1	BMI	distal	Sex-combined	BMI	AK1D1	3-oxo-5-beta-steroid 4-dehydrogenase	AKR1D1	P51857	ENSG00000122787	6718	HGNC:388
BMI_18876_77_proximal_Female	0.171744738628174	0.0778976966436106	1.18737470363119	1.01924815565806	1.38323398379172	0.0284539731411653	283.963853835037	0.00995576994143178	11.8304075056765	1.53570981928942	BMI	18876_77	proximal	Female	BMI	CHST4	Carbohydrate sulfotransferase 4	CHST4	Q8NCG5	ENSG00000140835	10164	HGNC:1972
BMI_18876_77_proximal_Female	0.265090025423222	0.134920594872078	1.30354832298564	1.00064586795689	1.69814145520648	0.0506325956385256	283.963853835037	0.00995576994143178	11.8304075056765	1.53570981928942	18876_77	BMI	proximal	Female	BMI	CHST4	Carbohydrate sulfotransferase 4	CHST4	Q8NCG5	ENSG00000140835	10164	HGNC:1972
BMI_18878_15_colon_Female	0.147274089059669	0.0582989207828813	1.15867149869288	1.03355901886085	1.29892886364911	0.0121644837453894	291.036361505096	0.0187743797809263	63.5943046573964	27.0214015191173	BMI	18878_15	colon	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_colon_Female	0.185837811905047	0.0290083837152909	1.20422693326599	1.13766894037156	1.2746788238146	7.6123876490885e-10	291.036361505096	0.0187743797809263	63.5943046573964	27.0214015191173	18878_15	BMI	colon	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_colon_Sex-combined	0.174192390412967	0.0423433202422904	1.19028454312794	1.09548751431223	1.29328474774882	4.63181002038582e-05	679.074485299853	7.86780476258631e-12	77.3436673838244	15.1460455453751	BMI	18878_15	colon	Sex-combined	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_colon_Sex-combined	0.179703352542961	0.0227197744952696	1.1968622643077	1.14473434219044	1.2513639426443	2.03638699208421e-14	679.074485299853	7.86780476258631e-12	77.3436673838244	15.1460455453751	18878_15	BMI	colon	Sex-combined	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_distal_Female	0.0982167635773375	0.0750667638204101	1.1032018931815	0.95226293175018	1.27806551797874	0.191971462416064	259.722797974215	0.220085560012997	63.5943046573964	27.0214015191173	BMI	18878_15	distal	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_distal_Female	0.189025856340416	0.0371121144015632	1.20807218840483	1.1233172208242	1.29922196984251	7.0410678839273e-07	259.722797974215	0.220085560012997	63.5943046573964	27.0214015191173	18878_15	BMI	distal	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_distal_Sex-combined	0.154131896981081	0.0530587502487923	1.16664475355192	1.05141486384174	1.29450327154124	0.00385515509929284	621.552573187859	8.18662882561258e-08	77.3436673838244	15.1460455453751	BMI	18878_15	distal	Sex-combined	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_distal_Sex-combined	0.157930117847989	0.02845221178908	1.17108435395326	1.10756485688218	1.23824673160428	4.87940338600508e-08	621.552573187859	8.18662882561258e-08	77.3436673838244	15.1460455453751	18878_15	BMI	distal	Sex-combined	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_overall_Female	0.0828217741119368	0.053333711093543	1.08634817592518	0.978521715616496	1.20605638127554	0.12174375206967	341.364752977217	3.15823301200221e-05	63.5943046573964	27.0214015191173	BMI	18878_15	overall	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_overall_Female	0.186244784317532	0.0264554519512949	1.20471712014571	1.14384123015093	1.26883286011702	1.94172044279771e-11	341.364752977217	3.15823301200221e-05	63.5943046573964	27.0214015191173	18878_15	BMI	overall	Female	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
BMI_18878_15_overall_Sex-combined	0.129283883280909	0.038081460267635	1.13801314121824	1.05616478673711	1.22620440091207	0.000747557339071271	792.998753050224	1.10340960321872e-21	77.3436673838244	15.1460455453751	BMI	18878_15	overall	Sex-combined	BMI	GREM1	Gremlin-1	GREM1	O60565	ENSG00000166923	26585	HGNC:2001
